video_id,cluster_id,similarity,generated_caption,ground_truth_caption
video-FUoGS9Nx05M,19,0.2742144763469696,This cluster shows a large room with a couch and a television; also a large room with a bunch of elevators; also a large room with a bunch of elevators, There is a panning shot of the regiment building.  The regiment reception area is filmed. People walk in.  There are video shots of the hallway that consists of the dorm rooms.  A series of short clips are shown to illustrate the advanced technology of the accommodation.  The video shows a staircase and a stair platform lift next to it.  A raptor. The outdoor terraces shown.
video-FUoGS9Nx05M,13,0.42176878452301025,This cluster shows a room with a window and a stair; also a large room with a staircase and a large window; also a large room with a balcony and a balcony, The video shows a staircase and a stair platform lift next to it.  A raptor. The outdoor terraces shown.
video-FUoGS9Nx05M,17,0.3616853356361389,This cluster shows a kitchen with a microwave and a sink; also a kitchen sink with a sink and a sink; also a sink with a drainer and a drainer, Shots at the kitchen. And its utilities are portrayed.
video-FUoGS9Nx05M,10,0.27863234281539917,This cluster shows a sign that says there is no restroom; also a woman in a white shirt is standing in front of a sign; also a man in a suit is standing in front of a sign, Video footage of the room is shown to give an example of how accessible the room is made.
video-FUoGS9Nx05M,6,0.23829351365566254,This cluster shows a building with a sign that says especially accessibility people are also; also a large building with many windows and a street light; also a large building with many windows and cars parked in front, Video footage of outside scenery is being shown.
video-FUoGS9Nx05M,2,0.28407981991767883,This cluster shows a person is opening a door with a green button; also a green button on a white wall; also a phone is on the wall next to a phone, There are video shots of the hallway that consists of the dorm rooms.
video-FUoGS9Nx05M,15,0.2089598923921585,This cluster shows a room with tables and chairs in it; also a room with tables and chairs in it; also a large room with tables and chairs, Shots of the bathroom car show.
video-FUoGS9Nx05M,7,0.42001062631607056,"This cluster shows the regiment student accommodation; also a black and white sign that says all gender toilet shower; also a black and white sign that says, all gender toilet shower", There is a panning shot of the regiment building.  The regiment reception area is filmed. People walk in.  There are video shots of the hallway that consists of the dorm rooms.  A series of short clips are shown to illustrate the advanced technology of the accommodation.  The video shows a staircase and a stair platform lift next to it.  A raptor. The outdoor terraces shown.
video-FUoGS9Nx05M,11,0.3022911846637726,This cluster shows a large white wall with a green sign on it; also a large room with a lot of white cabinets; also a large open space with a desk and chairs, A series of clips consisting of braille letters and numbers around the building are shown.
video-FUoGS9Nx05M,0,-0.009348403662443161,This cluster shows a woman in a black jacket and white shirt; also a woman in a black jacket; also a woman in a black jacket, The video has panning shots of the regiment building kitchen and the eastern avenue of the university of sydney.
video-FUoGS9Nx05M,16,0.1358834207057953,This cluster shows a black background with a white and red flower; also music purple planet - trufity; also a black background with a white and red flower, Video footage of outside scenery is being shown.  There is a panning shot of the regiment building.  The regiment reception area is filmed. People walk in.  There are video shots of the hallway that consists of the dorm rooms.  A series of short clips are shown to illustrate the advanced technology of the accommodation.  The video shows a staircase and a stair platform lift next to it.  A raptor. The outdoor terraces shown.  A series of clips consisting of braille letters and numbers around the building are shown.  Shots at the kitchen. And its utilities are portrayed.  Video footage of the room is shown to give an example of how accessible the room is made.  Shots of the bathroom car show.  The video has panning shots of the regiment building kitchen and the eastern avenue of the university of sydney.
video-FUoGS9Nx05M,12,0.3783591389656067,This cluster shows a bathroom with a shower and sink; also a bathroom with a shower and toilet in it; also a bathroom with a toilet and shower stall, Video footage of the room is shown to give an example of how accessible the room is made.
video-FUoGS9Nx05M,18,0.45623356103897095,"This cluster shows a hallway with a white wall and a white door; also a long hallway with a white wall and a black door; also a video of a hallway with a sign that says, ' we are going to have a lot of fun", The regiment reception area is filmed. People walk in.  There are video shots of the hallway that consists of the dorm rooms.  A series of short clips are shown to illustrate the advanced technology of the accommodation.
video-FUoGS9Nx05M,9,0.08357837796211243,This cluster shows exit sign with exit sign on it; also a white mailbox with the number 416 on it; also a white mailbox with the number 416 on it, The video shows a staircase and a stair platform lift next to it.  A raptor. The outdoor terraces shown.
