video_id,cluster_id,similarity,generated_caption,ground_truth_caption
video-6Ag-aUSEazc,8,0.06816737353801727,This cluster shows a man standing in a bedroom; also a man standing in a bedroom; also a man in a plaid shirt standing in a room, Scene cuts to Michael turning around.  Jane look stunned as she looks at the man she thought was dead.
video-6Ag-aUSEazc,23,0.010170016437768936,This cluster shows a woman in a dress; also a woman in a dress; also a woman in a dress," Albert says in Spanish, okay what are you still doing here? We'll clean go  get engaged."
video-6Ag-aUSEazc,19,0.038110870867967606,This cluster shows a woman in a white dress standing in a room; also a woman in a white dress is standing in a room; also a woman in a white dress is standing in a room," Pet returns around worrying Lily and get shocked.  G are frantically presses elevator, but.  A gun is winning out, petra, and she flinched.  Jerry runs a net. Attacks unknown."
video-6Ag-aUSEazc,20,0.11835731565952301,This cluster shows a woman in a white shirt and black pants; also the vampire diaries episode 2; also the vampire diaries episode 2, And She drops the.  Tax and a strings attached tag jail shot.
video-6Ag-aUSEazc,5,0.22194190323352814,This cluster shows the bold and the beautiful season 2 episode; also a woman standing in a bathroom talking on a cell; also a woman standing in a bathroom talking on a cell, The scene changes to j are leaving the elevator.
video-6Ag-aUSEazc,17,0.2214035540819168,This cluster shows a woman in a dress is walking down a hallway; also a woman walking down a long hallway; also a woman walking down a hallway in a dress, Jane nervously picks up the phone that she dropped.  Jane breathing in with integration size out and walks towards the door.
video-6Ag-aUSEazc,1,0.21817055344581604,This cluster shows a woman in a white dress; also a woman in a white tank top; also a woman in a white dress is eating a piece of food, Retro looks in truckers. She just witnessed a shooting.
video-6Ag-aUSEazc,10,0.049482312053442,This cluster shows the vampire diaries episode 2; also the vampire diaries - the vampire diaries; also the vampire diaries - the vampire diaries, Petrus walking slowly into her bedroom and knowing what is to come.
video-6Ag-aUSEazc,6,0.11174717545509338,This cluster shows a woman in a white dress talking on a cell; also a woman talking on a cell phone; also a woman talking on a cell phone," and slams it shut close.  Petra shone through the cracks of a open closet, breaking down, crying."
video-6Ag-aUSEazc,14,0.11038276553153992,"This cluster shows the cover of the book, the dark side; also the title for the game, the title for the game is shown in the title; also the title screen for the game ' s first installment", Listen custer ending credits.
video-6Ag-aUSEazc,3,0.11663131415843964,This cluster shows a man in an orange shirt talking on a cell; also a man in a red shirt talking on a cell phone; also a man in a red shirt talking on a cell phone," The scene changes to j are leaving the elevator.  The scene cuts to petra at the window, looking confused that it is open  and slams it shut close.  Petra shone through the cracks of a open closet, breaking down, crying.  Patches shown walking towards another room cry."
video-6Ag-aUSEazc,7,0.18707385659217834,This cluster shows a white background with a black and white border; also a white background with the words to be continued; also a white background with a black and white border, To re continue this type onto the screen.
video-6Ag-aUSEazc,11,0.15414506196975708,This cluster shows a woman is standing in front of a mirror; also a man in a white shirt; also a man in a white shirt," Jane knocks and waits on interest.  Jane smiles turns to a look of confusion. When rafael looks upset,"
video-6Ag-aUSEazc,16,0.08818034827709198,This cluster shows a woman in a white dress; also a woman in a white dress standing in a kitchen; also a woman in a white dress," Albert says in Spanish, okay what are you still doing here? We'll clean go  get engaged."
video-6Ag-aUSEazc,4,0.24362704157829285,This cluster shows a woman is standing in a doorway looking at herself; also a woman in a white dress looking at herself; also a woman looking at herself in a mirror," The scene cuts to petra at the window, looking confused that it is open  and slams it shut close."
video-6Ag-aUSEazc,12,0.00031419098377227783,This cluster shows a man in a white shirt; also a man in a white shirt; also a man in a white shirt," Jane smiles turns to a look of confusion. When rafael looks upset,  Raphael backs away from the door, letting jane into the apartment."
video-6Ag-aUSEazc,21,0.16259442269802094,This cluster shows a woman in a white shirt; also a woman in a white dress, G r backs up as it wasn't her. That was just shot.
video-6Ag-aUSEazc,18,0.13164031505584717,This cluster shows a woman in a pink dress standing in front of a mirror; also a woman in a white dress standing in front of a window; also a woman in a white dress is standing in front of a window," Petra shone through the cracks of a open closet, breaking down, crying."
video-6Ag-aUSEazc,22,0.21258381009101868,"This cluster shows a woman in a dress standing in a room; also a woman in a dress standing in front of a man; also the vampire diaries episode 2, episode 2, episode 3, episode 3, episode 3, episode 3, episode 3, episode 3, episode"," Albert says in Spanish, okay what are you still doing here? We'll clean go  get engaged.  The scene changes to j are leaving the elevator.  The scene cuts to petra at the window, looking confused that it is open  and slams it shut close.  Petra shone through the cracks of a open closet, breaking down, crying.  Patches shown walking towards another room cry.  Petrus walking slowly into her bedroom and knowing what is to come.  Pet returns around worrying Lily and get shocked.  G are frantically presses elevator, but.  A gun is winning out, petra, and she flinched.  Jerry runs a net. Attacks unknown.  Retro looks in truckers. She just witnessed a shooting.  G r backs up as it wasn't her. That was just shot.  And She drops the.  Tax and a strings attached tag jail shot.  Jane nervously picks up the phone that she dropped.  Jane breathing in with integration size out and walks towards the door.  Jane knocks and waits on interest.  Jane smiles turns to a look of confusion. When rafael looks upset,  Raphael backs away from the door, letting jane into the apartment."
