video_id,cluster_id,similarity,generated_caption,ground_truth_caption
video-3NDfWjywzsI,8,0.10043002665042877,This cluster shows a man in a suit and tie is standing in the dark room; also a woman in a black dress is standing in the dark; also a man in a suit is flying through the air, It quickly shatters.  Lightning summons a stallion made out of water.  Elsa resurface is.  This fall.  Many stone troll troll past christophe.  Spirals of magical snow fly around.  That are heavy with fog.
video-3NDfWjywzsI,5,0.17651420831680298,This cluster shows a large wave crashes into the shore of a beach; also a man standing in front of a large cloud; also a large cloud is seen in the sky, It quickly shatters.  Lightning summons a stallion made out of water.  Elsa resurface is.  This fall.  Many stone troll troll past christophe.  Spirals of magical snow fly around.  That are heavy with fog.  They fall down a waterfall.  A pink and purple fire spread throughout the forest.  Also covers aaron del with frozen diamonds.  She creates an opening in a wall of clouds.
video-3NDfWjywzsI,1,0.4820718467235565,This cluster shows frozen ice logo; also frozen ii; also disney frozen logo, Frozen too.
video-3NDfWjywzsI,10,0.12558189034461975,This cluster shows a black background with a white and red flower; also a black background with a white and red flower; also a black background with a white and red light," Frozen too.  Elsa stands at the shore of a raging ocean.  With a determined look. She ties her hair.  Ice forms under each step.  She runs into and on the ocean.  The waves break up the ice and elsa plummet into the gray water.  She shoots out ice to create a path onto a giant wave.  It quickly shatters.  Lightning summons a stallion made out of water.  Elsa resurface is.  This fall.  Many stone troll troll past christophe.  Spirals of magical snow fly around.  That are heavy with fog.  They fall down a waterfall.  A pink and purple fire spread throughout the forest.  Also covers aaron del with frozen diamonds.  She creates an opening in a wall of clouds.  Honour says,  Also hides from a giant.  Frozen too.  November,"
video-3NDfWjywzsI,6,0.04240315407514572,This cluster shows frozen queen elsa from frozen; also frozen queen elsa in frozen; also frozen queen elsa in frozen queen, With a determined look. She ties her hair.
video-3NDfWjywzsI,2,-0.0010713934898376465,This cluster shows the little mermaid and her horse in the little mermaid; also the little mermaid is in the water with her arms outstretched, It quickly shatters.
video-3NDfWjywzsI,3,0.4388802647590637,This cluster shows a purple and red nebula with a black background; also a purple smoke bomb in the dark; also a purple flower in the middle of a dark forest, They fall down a waterfall.  A pink and purple fire spread throughout the forest.
video-3NDfWjywzsI,7,0.2551902234554291,This cluster shows the frozen lake trailer; also the lion king - screenshote; also frozen world trailer," With a determined look. She ties her hair.  Ice forms under each step.  She runs into and on the ocean.  The waves break up the ice and elsa plummet into the gray water.  She shoots out ice to create a path onto a giant wave.  It quickly shatters.  Lightning summons a stallion made out of water.  Elsa resurface is.  This fall.  Many stone troll troll past christophe.  Spirals of magical snow fly around.  That are heavy with fog.  They fall down a waterfall.  A pink and purple fire spread throughout the forest.  Also covers aaron del with frozen diamonds.  She creates an opening in a wall of clouds.  Honour says,  Also hides from a giant."
video-3NDfWjywzsI,11,0.3222612738609314,This cluster shows a black background with the words this is all; also november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november; also november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november - november," This fall.  Many stone troll troll past christophe.  Spirals of magical snow fly around.  That are heavy with fog.  They fall down a waterfall.  A pink and purple fire spread throughout the forest.  Also covers aaron del with frozen diamonds.  She creates an opening in a wall of clouds.  Honour says,  Also hides from a giant.  Frozen too.  November,"
video-3NDfWjywzsI,4,0.08574429154396057,This cluster shows a woman in a black dress standing in front of a blue light; also a blue light is shining in the dark; also a blue light is shining in the dark, Spirals of magical snow fly around.
video-3NDfWjywzsI,9,0.3178228735923767,"This cluster shows the title for the movie, the dark side; also the wave is coming", Ice forms under each step.  She shoots out ice to create a path onto a giant wave.
