video_id,cluster_id,similarity,generated_caption,ground_truth_caption
video-JZIerGNMtnk,8,0.1777605265378952,This cluster shows a woman in a red shirt is holding a child; also a woman in a red jacket is talking to another woman; also a woman and two children in a room," Nora looking defeated, prepares to leave the supermarket when she sees another customer buying a hickory honey ham.  Nor as being very aggressive, and even pulls the ham out of the cashiers arms so she can negotiate with the couple who is buying it.  Nora's negotiating with the young man who we see looking worried li over to his wife who was holding their child and shaking her head. No.  Nor notices that he's taking orders from the woman behind her."
video-JZIerGNMtnk,5,0.14153186976909637,This cluster shows a car is parked in front of a restaurant; also a woman walking in the rain next to a car; also a woman in a red coat is walking down the street," Nor a crank pulls into the parking lot of the supermarket and quickly gets out of her car and rushes into the supermarket.  As she hurried through the store, she taps a worker on the shoulder.  A customer who appears to be a sweet older lady east drops when the employee tells norah where the last hickory honey ham might be.  There is one ham left,  nora and the older lady raised to get to it.  Both ladies are smiling at first until they realized this is a competition, and both of them put their game faces on.  They are running down the aisle. When the older lady nudges nora with her cart.  The ladies shopping cart pushes nora onto another shopping cart, where she then rolls into a display, knocking everything over.  With nora amongst the mess. The older lady grabbed the last ham.  Nora looking defeated, prepares to leave the supermarket when she sees another customer buying a hickory honey ham.  Nor as being very aggressive, and even pulls the ham out of the cashiers arms so she can negotiate with the couple who is buying it.  Nora's negotiating with the young man who we see looking worried li over to his wife who was holding their child and shaking her head. No.  Nor notices that he's taking orders from the woman behind her.  So she turns around and then starts to negotiate with her.  Nor is now walking out of the supermarket swinging her ham happily."
video-JZIerGNMtnk,1,0.05471096932888031,This cluster shows a woman sitting on the ground in a red jacket; also a woman in a red coat is dancing," The ham rolls into the street with a large truck coming towards it, nor reaches for the hand, but then realizes she will get hit by the truck if she does.  Nor a flail her body back while the ham gets crushed by the truck,"
video-JZIerGNMtnk,10,0.2203187197446823,This cluster shows a woman in a red jacket standing in front of a store; also a woman in a red jacket standing in a store, A customer who appears to be a sweet older lady east drops when the employee tells norah where the last hickory honey ham might be.  nora and the older lady raised to get to it.
video-JZIerGNMtnk,6,0.036717597395181656,This cluster shows a car driving down a street with a sign on the back; also a red car driving down a street next to a building; also a white car is parked in a parking lot," Nor a crank pulls into the parking lot of the supermarket and quickly gets out of her car and rushes into the supermarket.  As she hurried through the store, she taps a worker on the shoulder.  A customer who appears to be a sweet older lady east drops when the employee tells norah where the last hickory honey ham might be.  There is one ham left,  nora and the older lady raised to get to it.  Both ladies are smiling at first until they realized this is a competition, and both of them put their game faces on.  They are running down the aisle. When the older lady nudges nora with her cart.  The ladies shopping cart pushes nora onto another shopping cart, where she then rolls into a display, knocking everything over.  With nora amongst the mess. The older lady grabbed the last ham.  Nora looking defeated, prepares to leave the supermarket when she sees another customer buying a hickory honey ham.  Nor as being very aggressive, and even pulls the ham out of the cashiers arms so she can negotiate with the couple who is buying it.  Nora's negotiating with the young man who we see looking worried li over to his wife who was holding their child and shaking her head. No.  Nor notices that he's taking orders from the woman behind her.  So she turns around and then starts to negotiate with her.  Nor is now walking out of the supermarket swinging her ham happily."
video-JZIerGNMtnk,2,-0.03776292875409126,This cluster shows a woman in a red dress is walking down the street; also a man in a red jacket is sitting on a bench; also a woman in a red jacket is laying on the ground, nor his face is full of defeat.
video-JZIerGNMtnk,3,0.06854234635829926,This cluster shows a table with a bunch of boxes on it; also a man is standing in front of a counter; also a group of people standing around a store," With nora amongst the mess. The older lady grabbed the last ham.  Nora looking defeated, prepares to leave the supermarket when she sees another customer buying a hickory honey ham."
video-JZIerGNMtnk,7,0.0031212400645017624,This cluster shows a store with shelves filled with various items; also a man walking down a aisle in a store; also a man and woman walking down a store aisle," Both ladies are smiling at first until they realized this is a competition, and both of them put their game faces on."
video-JZIerGNMtnk,11,0.025613095611333847,This cluster shows a group of people standing around a table; also a group of people standing around a table; also a group of people standing around a table, Nora's negotiating with the young man who we see looking worried li over to his wife who was holding their child and shaking her head. No.  Nor notices that he's taking orders from the woman behind her.  So she turns around and then starts to negotiate with her.
video-JZIerGNMtnk,0,0.20961062610149384,This cluster shows a bottle of milk sitting on top of a table; also a woman standing in front of a counter," A customer who appears to be a sweet older lady east drops when the employee tells norah where the last hickory honey ham might be.  There is one ham left,  nora and the older lady raised to get to it.  Both ladies are smiling at first until they realized this is a competition, and both of them put their game faces on.  They are running down the aisle. When the older lady nudges nora with her cart.  The ladies shopping cart pushes nora onto another shopping cart, where she then rolls into a display, knocking everything over.  With nora amongst the mess. The older lady grabbed the last ham."
video-JZIerGNMtnk,4,0.21482646465301514,This cluster shows a car is parked on the street in the dark; also a car is parked on the side of the road; also a black car is parked on the street," She almost gets hit by a car in a parking lot. And then she gets nudged by another couple.  The bag breaks and the ham falls out, rolling across the parking lot  with nora chasing behind it."
video-JZIerGNMtnk,12,0.031714603304862976,This cluster shows a group of people standing around a store; also a group of people standing around a table; also a group of people standing around a store," Nor as being very aggressive, and even pulls the ham out of the cashiers arms so she can negotiate with the couple who is buying it.  Nora's negotiating with the young man who we see looking worried li over to his wife who was holding their child and shaking her head. No."
video-JZIerGNMtnk,9,0.2766159176826477,This cluster shows a woman in a red jacket standing in front of a pharmacy; also a man and woman in a store talking; also a group of people standing around a store," Nor a crank pulls into the parking lot of the supermarket and quickly gets out of her car and rushes into the supermarket.  As she hurried through the store, she taps a worker on the shoulder.  A customer who appears to be a sweet older lady east drops when the employee tells norah where the last hickory honey ham might be."
